City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
236,Pevek,RU,2022-02-05 03:05:19,69.7008,170.3133,-24.77,99,99,5.73
237,Lazaro Cardenas,MX,2022-02-05 03:11:35,17.9583,-102.2,72.88,77,12,1.12
238,Teguldet,RU,2022-02-05 03:11:44,57.3064,88.1667,17.33,83,100,11.65
239,Esperance,AU,2022-02-05 03:05:06,-33.8667,121.9,82.09,46,4,9.08
240,Waipawa,NZ,2022-02-05 03:06:55,-41.4122,175.5153,56.44,93,100,10.0
241,Harindanga,IN,2022-02-05 03:11:44,22.0383,88.3214,66.18,56,0,14.58
242,Homer,US,2022-02-05 03:05:28,59.6425,-151.5483,30.07,92,0,5.75
243,Bela Cruz,BR,2022-02-05 03:11:45,-3.0506,-40.1678,75.34,90,33,5.1
244,Cabedelo,BR,2022-02-05 03:04:57,-6.9811,-34.8339,79.47,76,7,10.27
245,Ternate,ID,2022-02-05 03:11:45,0.8,127.4,85.42,67,100,4.54
246,Dandong,CN,2022-02-05 03:11:45,40.1292,124.3947,18.03,42,1,13.04
247,Kenai,US,2022-02-05 03:10:42,60.5544,-151.2583,25.14,93,100,3.44
248,Puerto Del Rosario,ES,2022-02-05 03:07:03,28.5004,-13.8627,67.75,60,94,0.0
249,Nampa,US,2022-02-05 03:07:13,43.5407,-116.5635,34.03,74,100,4.61
250,Do Gonbadan,IR,2022-02-05 03:10:53,30.3586,50.7981,53.29,86,60,3.83
251,Rahimatpur,IN,2022-02-05 03:11:46,17.6,74.2,66.72,45,20,2.3
252,Clyde River,CA,2022-02-05 03:05:18,70.4692,-68.5914,-15.02,98,100,5.46
253,Ambilobe,MG,2022-02-05 03:11:46,-13.2,49.05,75.42,90,100,10.47
254,Katangli,RU,2022-02-05 03:11:47,51.7102,143.2326,8.4,85,100,18.99
255,Bathsheba,BB,2022-02-05 03:11:47,13.2167,-59.5167,75.81,69,20,13.8
256,Hami,CN,2022-02-05 03:04:59,42.8,93.45,26.22,31,100,2.53
257,San Patricio,US,2022-02-05 03:11:47,28.017,-97.5169,42.66,72,6,13.98
258,Meulaboh,ID,2022-02-05 03:02:28,4.1363,96.1285,81.52,72,85,3.58
259,Black River,JM,2022-02-05 03:11:48,18.0264,-77.8487,77.0,84,13,4.23
260,Lukulu,ZM,2022-02-05 03:11:48,-14.3707,23.242,62.96,98,94,4.0
261,Nuuk,GL,2022-02-05 03:08:20,64.1835,-51.7216,7.41,85,75,14.97
262,Poli,TZ,2022-02-05 03:05:19,-3.3333,36.8,61.05,69,100,0.65
263,Berlevag,NO,2022-02-05 03:05:10,70.8578,29.0864,20.62,80,100,27.49
264,Eirunepe,BR,2022-02-05 03:11:48,-6.6603,-69.8736,71.91,99,97,2.24
265,Vallenar,CL,2022-02-05 03:11:49,-28.5708,-70.7581,69.8,54,0,0.54
266,Pangnirtung,CA,2022-02-05 03:04:01,66.1451,-65.7125,-25.64,99,100,1.92
267,Jining,CN,2022-02-05 03:11:49,35.405,116.5814,35.96,20,89,5.28
268,Saucillo,MX,2022-02-05 03:11:49,28.0167,-105.2833,37.8,23,0,10.71
269,Flinders,AU,2022-02-05 03:01:09,-34.5833,150.8552,74.21,66,62,8.99
270,Libenge,CD,2022-02-05 03:11:50,3.65,18.6333,66.4,26,93,2.82
271,Sisimiut,GL,2022-02-05 03:11:50,66.9395,-53.6735,3.36,90,100,16.69
272,Barinas,VE,2022-02-05 03:11:51,8.6226,-70.2075,77.38,66,70,3.6
273,Rawson,AR,2022-02-05 03:06:52,-43.3002,-65.1023,58.64,59,80,17.83
274,Yabelo,ET,2022-02-05 03:11:51,4.8833,38.0833,62.13,29,61,4.81
275,Saskylakh,RU,2022-02-05 03:06:30,71.9167,114.0833,-9.9,99,99,5.48
276,Fort Saint James,CA,2022-02-05 03:11:51,54.4333,-124.25,37.09,81,93,13.2
277,Iqaluit,CA,2022-02-05 03:05:33,63.7506,-68.5145,-26.66,94,100,3.4
278,Hasaki,JP,2022-02-05 03:07:24,35.7333,140.8333,48.29,33,7,14.43
279,Tortosa,ES,2022-02-05 03:08:13,40.8125,0.5216,59.25,63,100,9.64
280,Peleduy,RU,2022-02-05 03:11:52,59.6289,112.7406,8.69,93,100,6.53
281,Katsuura,JP,2022-02-05 03:05:45,35.1333,140.3,47.19,41,97,11.21
282,Fethiye,TR,2022-02-05 03:11:52,36.6217,29.1164,42.67,47,0,7.76
283,Aravete,EE,2022-02-05 03:11:52,59.1403,25.7485,27.79,95,100,12.95
284,Souillac,MU,2022-02-05 03:05:08,-20.5167,57.5167,80.37,89,75,17.27
285,Longonjo,AO,2022-02-05 03:11:53,-12.9067,15.2533,60.03,90,100,2.08
286,San Joaquin,US,2022-02-05 03:11:53,37.9333,-121.3011,56.28,58,0,4.61
287,Touros,BR,2022-02-05 03:06:17,-5.1989,-35.4608,81.5,74,4,12.91
288,Cockburn Town,TC,2022-02-05 03:07:14,21.4612,-71.1419,75.76,73,0,17.52
289,Askino,RU,2022-02-05 03:11:54,56.0901,56.5783,22.26,91,100,3.69
290,Virden,US,2022-02-05 03:11:54,39.5009,-89.7679,19.49,77,72,14.72
291,Miri,MY,2022-02-05 03:08:57,4.4148,114.0089,83.16,73,99,2.68
292,Thurso,GB,2022-02-05 03:11:54,58.5927,-3.5259,37.35,76,67,25.68
